transcript	gene	chr	amino_acids	genomic_start	genomic_end	obs_mis	exp_mis	obs_exp	chisq_diff_null	region_name
ENST00000357008.2	CHD4	12	1684-1913	6687644	6679842	43	89.85272394	0.478560895	24.43084243	CHD4_5
ENST00000228251.4	YBX3	12	1-68	10875710	10875507	1	18.98041627	0.052685883	30.07401708	YBX3_1
ENST00000369367.3	SCAF11	12	1382-1464	46316347	46315831	8	24.2033514	0.330532738	10.8476133	SCAF11_2
ENST00000307885.4	ADCY6	12	345-504	49171501	49170234	15	68.55682607	0.218796593	61.52526881	ADCY6_2
ENST00000359062.3	PDE3A	12	1-165	20522219	20522713	41	82.83789873	0.49494254	26.00408193	PDE3A_1
ENST00000298892.5	CAPRIN2	12	966-1078	30863174	30862836	12	32.39106415	0.370472546	12.8367347	CAPRIN2_2
ENST00000301180.5	DIP2B	12	1337-1375	51127945	51130842	2	17.23324153	0.116054777	21.85171111	DIP2B_2
ENST00000293662.4	GRASP	12	195-396	52407695	52408983	15	74.15941955	0.202266955	47.19342388	GRASP_2
ENST00000228918.4	LTBR	12	1-154	6493525	6494535	27	60.56557436	0.445797803	23.50510029	LTBR_1
ENST00000228918.4	LTBR	12	331-436	6499467	6500103	14	38.00349322	0.368387188	20.04560537	LTBR_3
ENST00000389243.4	POU6F1	12	128-302	51586122	51584030	38	76.03521265	0.499768445	23.35603508	POU6F1_3
ENST00000402685.2	PDZRN4	12	1-209	41582258	41582884	37	77.44189848	0.477777543	21.11966758	PDZRN4_1
ENST00000308025.3	DDX23	12	184-821	49231794	49224252	63	265.3662383	0.237407744	154.3229262	DDX23_2
ENST00000075120.7	SLC2A3	12	312-356	8078472	8077006	0	13.00834428	0	26.01668856	SLC2A3_2
ENST00000075120.7	SLC2A3	12	357-497	8075620	8074009	29	54.38893699	0.533196668	14.30370751	SLC2A3_3
ENST00000550722.1	HECTD4	12	4207-4273	112600909	112600191	7	30.95560035	0.226130326	27.09818776	HECTD4_3
ENST00000340913.6	HNRNPA1	12	1-210	54674592	54676403	8	64.99674749	0.123083082	49.98141215	HNRNPA1_1
ENST00000261180.4	TRHDE	12	1-227	72666559	72667239	42	131.7924644	0.318682864	61.1771447	TRHDE_1
ENST00000550785.1	TPCN1	12	257-397	113706571	113714756	22	67.04155723	0.328154669	41.0552243	TPCN1_2
ENST00000378026.4	CKAP4	12	1-95	106641629	106641345	1	17.0954851	0.058494977	15.15398008	CKAP4_1
ENST00000412830.3	PWP1	12	1-30	108079677	108082242	3	19.32203905	0.155263116	13.7878284	PWP1_1
ENST00000546530.1	RASAL1	12	618-651	113542085	113541984	2	18.77103137	0.106547156	24.58539227	RASAL1_2
ENST00000543473.1	SUDS3	12	283-329	118848921	118852238	2	15.43882185	0.129543564	11.69790897	SUDS3_2
ENST00000452455.2	MYBPC1	12	157-336	102025904	102040658	23	61.56976955	0.373559949	31.84440721	MYBPC1_2
ENST00000355086.3	SRGAP1	12	1-201	64238597	64436683	31	62.46966644	0.496240844	15.8531326	SRGAP1_1
ENST00000324472.4	DPY19L2	12	195-453	64055129	63994086	21	51.18656393	0.410263913	22.95303312	DPY19L2_2
ENST00000258526.4	PLXNC1	12	1-241	94542748	94543470	30	107.0782689	0.280168892	55.4833357	PLXNC1_1
ENST00000258526.4	PLXNC1	12	960-1569	94645301	94699061	98	191.5977067	0.511488377	45.72356765	PLXNC1_3
ENST00000341259.2	SH2B3	12	1-241	111855950	111856672	49	88.11175444	0.556111955	17.36124022	SH2B3_1
ENST00000323666.5	METAP2	12	317-479	95897922	95907680	12	50.87857152	0.235855678	29.70883966	METAP2_2
ENST00000450142.2	PPP1R12A	12	1-290	80328711	80214944	47	91.5826508	0.513197637	21.70293975	PPP1R12A_1
ENST00000261234.6	TMEM5	12	1-60	64173741	64174809	14	40.78196014	0.343289041	17.58800672	TMEM5_1
ENST00000547035.1	MAP3K12	12	180-453	53880314	53877507	12	94.72276908	0.126685486	72.24299491	MAP3K12_2
ENST00000280758.5	BTBD11	12	1-325	107712718	107713692	54	138.7630168	0.389152681	51.77726154	BTBD11_1
ENST00000333003.5	NR2C1	12	110-178	95453718	95452096	6	26.30717288	0.228074679	22.87735977	NR2C1_2
ENST00000547776.2	ANKS1B	12	1-290	100378015	100169417	40	88.74178384	0.450745954	26.77162199	ANKS1B_1
ENST00000547776.2	ANKS1B	12	926-1249	99446937	99129338	38	92.20173912	0.412139731	31.86304891	ANKS1B_3
ENST00000549396.1	PPFIA2	12	878-1184	81719566	81660734	27	79.93136821	0.337789789	35.05169252	PPFIA2_2
ENST00000545606.1	CAND1	12	1-206	67663498	67691313	14	59.50997691	0.23525467	34.8035423	CAND1_1
ENST00000267064.4	SMARCC2	12	1-953	56583245	56559382	166	349.5022196	0.474961218	96.34578186	SMARCC2_1
ENST00000419234.4	BRAP	12	262-428	112103555	112093397	21	66.78706629	0.314432137	42.98067834	BRAP_2
ENST00000341156.4	B4GALNT1	12	1-82	58025915	58025120	5	23.66564551	0.211276722	21.78542575	B4GALNT1_1
ENST00000341156.4	B4GALNT1	12	337-534	58022039	58020527	58	112.4184053	0.515929753	32.06978979	B4GALNT1_3
ENST00000547588.1	AGAP2	12	1-232	58132029	58131334	10	100.3393475	0.0996618	81.33596547	AGAP2_1
ENST00000547588.1	AGAP2	12	873-1193	58122101	58120335	36	131.8773419	0.272980934	69.70465557	AGAP2_3
ENST00000434715.3	DCTN2	12	1-190	57940846	57927850	24	59.74678668	0.401695243	21.38747252	DCTN2_1
ENST00000347140.3	R3HDM2	12	1-361	57704211	57677653	13	30.34377187	0.428423996	12.64885359	R3HDM2_1
ENST00000347140.3	R3HDM2	12	756-977	57651914	57648556	40	75.72393243	0.528234585	20.39068048	R3HDM2_3
ENST00000351328.3	CS	12	32-467	56679807	56666868	42	134.3919483	0.312518722	63.51773467	CS_2
ENST00000548198.1	DTX3	12	163-348	58001133	58002935	22	80.22745592	0.274220337	42.26030333	DTX3_2
ENST00000280377.5	USP15	12	1-483	62654196	62778059	49	123.7094828	0.39608928	58.65963304	USP15_1
ENST00000257566.3	TBX3	12	1-321	115121005	115114254	63	137.794729	0.457201813	40.59844329	TBX3_1
ENST00000261183.3	OSBPL8	12	120-257	76796477	76786519	10	38.74934328	0.25806889	30.40811226	OSBPL8_2
ENST00000337179.5	NUDT4	12	1-95	93772099	93792573	6	25.67348416	0.233704158	15.07570911	NUDT4_1
ENST00000310346.4	TBX5	12	1-263	114841703	114804163	61	111.013274	0.549483839	22.53178818	TBX5_1
ENST00000420353.2	ATF7	12	331-484	53918482	53910921	23	61.0948339	0.376463909	23.75350381	ATF7_2
ENST00000266643.5	MARCH9	12	1-172	58149312	58151893	15	40.80837892	0.367571572	16.3219525	MARCH9_1
ENST00000357606.3	DNAJC14	12	424-703	56221173	56215761	55	96.76151279	0.568407814	18.02394258	DNAJC14_2
ENST00000261745.4	NAA25	12	1-744	112546577	112481447	125	229.9794657	0.543526787	47.92031401	NAA25_1
ENST00000418703.2	TRPV4	12	546-872	110231354	110221426	65	137.1951549	0.473777664	37.99070309	TRPV4_2
ENST00000392533.3	TAOK3	12	437-899	118627632	118588802	71	167.178848	0.424694875	55.33218413	TAOK3_2
ENST00000428670.3	ATP2B1	12	216-1117	90028789	89992894	86	270.5488816	0.317872318	125.8859009	ATP2B1_2
ENST00000455537.2	KIF5A	12	1-346	57944055	57963387	34	133.2585111	0.255143178	73.93337914	KIF5A_1
ENST00000539276.2	ATP2A2	12	1-694	110719595	110778784	99	230.6683815	0.429187561	95.85623525	ATP2A2_1
ENST00000539276.2	ATP2A2	12	695-916	110778785	110783812	21	90.59915319	0.231790246	77.79756438	ATP2A2_2
ENST00000228495.6	KCTD10	12	155-314	109895808	109889400	20	71.88941672	0.278205067	37.45351806	KCTD10_2
ENST00000281928.3	MED13L	12	1-127	116714936	116549247	20	45.76393724	0.437025335	14.50444394	MED13L_1
ENST00000281928.3	MED13L	12	1947-2211	116409934	116399071	25	84.68149184	0.295223897	42.06208926	MED13L_4
ENST00000320743.3	LRIG3	12	1-79	59314016	59308117	5	19.23689218	0.259917244	10.5364784	LRIG3_1
ENST00000330622.5	FBXO21	12	394-444	117604716	117595884	1	16.72969153	0.059773965	25.82501291	FBXO21_2
ENST00000330622.5	FBXO21	12	445-629	117595883	117583892	39	79.06447139	0.493268333	25.00618935	FBXO21_3
ENST00000262030.3	ATP5B	12	47-488	57039126	57032915	50	156.8218764	0.318833068	72.76352983	ATP5B_2
ENST00000327443.4	SP1	12	569-713	53800398	53804805	16	60.42189615	0.264804666	32.65877079	SP1_2
ENST00000262032.5	IKZF4	12	147-258	56420717	56426403	12	41.65300392	0.288094468	29.4388037	IKZF4_2
ENST00000591834.1	RP11-793H13.10	12	331-452	53918482	53900805	14	47.96404131	0.291885329	33.44904331	RP11-793H13.10_2
ENST00000550952.1	NACA	12	749-926	57108427	57106322	16	57.23321297	0.279557955	29.70614026	NACA_2
ENST00000261205.4	SYT1	12	166-423	79689870	79842904	21	85.72337051	0.244974035	48.86782525	SYT1_2
ENST00000338101.4	NOS1	12	403-671	117723992	117703244	38	107.3435004	0.354003734	44.79564227	NOS1_2
ENST00000243052.3	PDE1B	12	62-137	54960828	54963330	9	39.93888094	0.225344321	35.05549871	PDE1B_2
ENST00000320201.4	PITPNM2	12	909-1350	123474340	123470574	80	184.6732129	0.43319764	59.32902412	PITPNM2_2
ENST00000377071.4	KDM2B	12	1-370	122018816	121951143	70	175.6091111	0.398612575	63.51199137	KDM2B_1
ENST00000392521.2	CIT	12	450-518	120222817	120220433	1	19.99140723	0.050021491	18.04142872	CIT_2
ENST00000424014.2	EIF2B1	12	1-121	124118104	124114722	14	40.86271187	0.342610643	17.65926087	EIF2B1_1
ENST00000541286.1	SFSWAP	12	1-385	132195775	132237741	91	175.1267351	0.519623688	49.10709631	SFSWAP_1
ENST00000541286.1	SFSWAP	12	961-1004	132283589	132284033	2	14.80850616	0.135057512	17.60879402	SFSWAP_3
ENST00000420886.2	SBNO1	12	238-1394	123820978	123780455	216	362.3916369	0.596040245	59.13632979	SBNO1_2
ENST00000257555.6	HNF1A	12	101-274	121416872	121432075	30	70.3603403	0.426376562	29.57473812	HNF1A_2
ENST00000331738.7	RSRC2	12	226-435	122999701	122990074	16	53.2330094	0.300565386	26.04205557	RSRC2_2
ENST00000389561.2	EP400	12	1-373	132445165	132446283	34	130.8261654	0.25988685	71.66231828	EP400_1
ENST00000300648.6	GCN1L1	12	1-120	120632500	120621438	12	37.7039855	0.318268741	23.93135128	GCN1L1_1
ENST00000443539.2	EP400NL	12	44-357	132588695	132593299	27	75.4213291	0.357988918	31.08702989	EP400NL_2
ENST00000376874.4	RILPL1	12	1-322	124018029	123970188	57	130.7127664	0.436070642	41.56879298	RILPL1_1
ENST00000308736.2	DHX37	12	593-696	125449511	125444927	19	51.43370964	0.369407537	27.02493658	DHX37_2
ENST00000402868.3	SETD8	12	236-353	123889479	123892250	9	53.08443239	0.169541231	36.61030347	SETD8_2
ENST00000343948.4	P2RX2	12	1-233	133195403	133197094	57	108.5664892	0.525023886	24.49285066	P2RX2_1
ENST00000267260.4	SRRM4	12	473-612	119592073	119594603	35	78.95096118	0.443313159	24.46692175	SRRM4_2
ENST00000321867.4	ULK1	12	1-273	132379547	132394809	51	128.2865664	0.397547471	46.56148744	ULK1_1
ENST00000405201.1	NCOR2	12	176-673	124957563	124870291	100	227.986081	0.438623268	71.84840787	NCOR2_2
ENST00000261965.3	TUBGCP3	13	861-908	113140450	113140307	2	19.07809647	0.104832262	15.287761	TUBGCP3_2
ENST00000347108.3	DZIP1	13	1-152	96294283	96293690	40	80.82109071	0.494920319	20.61790347	DZIP1_1
ENST00000380752.5	SLC7A1	13	1-552	30110325	30091302	121	222.1497252	0.544677694	55.26967707	SLC7A1_1
ENST00000380752.5	SLC7A1	13	553-597	30091301	30088716	0	13.58338249	0	27.16676498	SLC7A1_2
ENST00000405805.1	HMGB1	13	1-169	31037817	31035635	6	52.70844731	0.113833746	41.39144979	HMGB1_1
ENST00000305425.4	DACH1	13	1-158	72440907	72440434	18	88.78570277	0.202735344	56.43493897	DACH1_1
ENST00000377669.2	KLF12	13	248-403	74387353	74269627	26	75.58204405	0.343997048	32.52596728	KLF12_2
ENST00000382869.3	ZMYM2	13	367-501	20577241	20580717	6	30.18515413	0.198773211	28.98321926	ZMYM2_2
ENST00000400445.3	NBEA	13	1-509	35516958	35644945	75	159.5667411	0.47002276	44.81844808	NBEA_1
ENST00000400445.3	NBEA	13	1826-1979	35782946	35923278	2	26.40277027	0.075749627	22.55426953	NBEA_3
ENST00000360383.3	CDC16	13	1-76	115000560	115004491	9	27.7830692	0.323938293	17.27649815	CDC16_1
ENST00000360383.3	CDC16	13	320-621	115012466	115037918	53	95.46992519	0.555148649	22.5567977	CDC16_3
ENST00000327773.6	GAS6	13	1-131	114566893	114542774	9	32.21448147	0.27937746	16.7288786	GAS6_1
ENST00000246505.5	PCID2	13	177-234	113845286	113839802	2	20.05342787	0.099733572	16.25289501	PCID2_2
ENST00000218652.7	NDFIP2	13	1-113	80055339	80094962	12	33.96161722	0.353340064	18.95545047	NDFIP2_1
ENST00000218652.7	NDFIP2	13	204-337	80107580	80125255	15	34.36992009	0.436428131	13.86589324	NDFIP2_3
ENST00000375370.5	TFDP1	13	114-196	114287466	114288318	4	37.46639306	0.106762345	49.03558625	TFDP1_2
ENST00000379681.3	TRPC4	13	1-673	38357470	38225462	117	198.8401649	0.588412306	33.68440471	TRPC4_1
ENST00000378688.4	HTR2A	13	103-209	47469735	47409761	9	43.45100793	0.207129833	40.56264538	HTR2A_2
ENST00000379561.5	FOXO1	13	1-245	41240349	41134893	8	82.73114836	0.096698767	67.5047385	FOXO1_1
ENST00000544440.2	MYCBP2	13	3538-4641	77661768	77619513	177	335.3584096	0.527793533	74.77786506	MYCBP2_3
ENST00000375887.4	TNFSF13B	13	183-286	108955666	108959286	3	26.28190657	0.11414697	20.62434748	TNFSF13B_2
ENST00000382533.4	SAP18	13	24-173	21714761	21721481	24	61.66748864	0.389184002	23.00790468	SAP18_2
ENST00000375774.3	ING1	13	181-423	111368331	111372279	62	142.2129502	0.435965922	45.24283742	ING1_2
ENST00000376065.4	TPP2	13	1-985	103249389	103309408	177	300.5850294	0.588851682	50.81177703	TPP2_1
ENST00000315596.10	PDS5B	13	1-513	33222910	33268429	50	140.5252695	0.355807893	58.31566415	PDS5B_1
ENST00000381655.2	ATP8A2	13	1127-1189	26586670	26594123	7	19.90417444	0.351685021	11.17807824	ATP8A2_3
ENST00000377687.4	KLF5	13	345-458	73636770	73650024	14	48.78301899	0.286985109	24.80081051	KLF5_2
ENST00000316334.3	LNX2	13	1-137	28155840	28143410	19	38.07750804	0.498982233	11.73799412	LNX2_1
ENST00000375440.4	CUL4A	13	439-579	113898810	113907494	9	40.8888507	0.220108901	36.53231011	CUL4A_2
ENST00000375440.4	CUL4A	13	580-760	113907495	113917896	32	54.29598206	0.58936221	10.75424724	CUL4A_3
ENST00000311234.4	INTS6	13	1-465	52026661	51952582	34	141.6467961	0.240033668	81.80794082	INTS6_1
ENST00000380958.3	PAN3	13	1-75	28712795	28713019	1	15.68152284	0.063769317	13.74529216	PAN3_1
ENST00000380958.3	PAN3	13	452-888	28835538	28866659	72	132.3446826	0.544033947	27.51512679	PAN3_3
ENST00000338910.4	PSPC1	13	1-385	20356897	20304382	76	183.3767117	0.414447392	80.87042039	PSPC1_1
ENST00000338910.4	PSPC1	13	386-483	20304381	20277438	0	33.09364248	0	66.18728496	PSPC1_2
ENST00000255448.4	DCLK1	13	1-616	36700274	36382376	76	240.7369388	0.315697293	154.2222162	DCLK1_1
ENST00000255448.4	DCLK1	13	617-648	36382375	36379836	0	11.04280241	0	22.08560482	DCLK1_2
ENST00000380250.3	FRY	13	354-623	32709303	32735365	31	86.31913025	0.359132442	47.14628998	FRY_2
ENST00000530705.1	TPT1	13	125-173	45913658	45911521	1	15.34497101	0.06516793	13.41013894	TPT1_2
ENST00000261574.5	IPO5	13	617-850	98660391	98668985	27	69.62855316	0.387771952	34.10086168	IPO5_2
ENST00000380099.3	KL	13	1-291	33590579	33627957	67	148.6406797	0.450751437	44.84102596	KL_1
ENST00000251127.6	NALCN	13	1-674	102051477	101795527	112	227.6045381	0.492081577	58.71767471	NALCN_1
ENST00000251127.6	NALCN	13	1121-1582	101742226	101714329	52	180.4998877	0.288088822	91.48050641	NALCN_3
ENST00000261531.7	SNW1	14	110-387	78217664	78187141	29	100.1439707	0.289583085	70.40778576	SNW1_2
ENST00000389879.5	CCNK	14	1-282	99959015	99969156	17	79.19381186	0.214663237	48.84308689	CCNK_1
ENST00000380069.3	EXOC3L4	14	232-541	103568754	103573802	49	109.4643638	0.447634265	42.15840978	EXOC3L4_2
ENST00000478722.1	GPHN	14	676-730	67635700	67647534	0	20.29334632	0	40.58669264	GPHN_2
ENST00000426342.1	MDGA2	14	447-663	47389220	47324227	29	63.46321468	0.456957627	23.50288189	MDGA2_2
ENST00000347519.6	CHMP4A	14	1-48	24682774	24682631	10	28.85351138	0.346578268	12.31929406	CHMP4A_1
ENST00000324103.6	RNF31	14	648-1073	24621013	24629782	102	178.7141334	0.570743892	32.93001032	RNF31_2
ENST00000216392.7	PYGL	14	1-74	51411121	51410900	16	48.21845346	0.331823168	21.52762416	PYGL_1
ENST00000554922.1	EML5	14	1-62	89258847	89258662	3	18.53773399	0.161832077	13.02323023	EML5_1
ENST00000267396.4	REM2	14	225-341	23355386	23356118	4	30.67980407	0.130378929	23.20131979	REM2_2
ENST00000360310.1	BAZ1A	14	338-514	35269546	35255396	8	41.37293004	0.193363148	40.45489589	BAZ1A_2
ENST00000553521.1	SRSF5	14	1-188	70234874	70237923	24	70.38673918	0.340973318	30.57009882	SRSF5_1
ENST00000341516.5	DCAF5	14	1-479	69619695	69521966	56	176.5682614	0.317157792	82.3290978	DCAF5_1
ENST00000360184.4	DYNC1H1	14	1-2869	102431029	102489187	355	1079.377166	0.328893376	486.1343145	DYNC1H1_1
ENST00000360184.4	DYNC1H1	14	2870-3735	102489188	102505184	68	338.6682778	0.200786446	216.3217562	DYNC1H1_2
ENST00000360184.4	DYNC1H1	14	3736-4647	102505185	102516900	179	390.476497	0.458414274	114.5326521	DYNC1H1_3
ENST00000472726.2	RP11-73M18.2	14	367-611	104129050	104142031	26	90.93535109	0.285917409	46.36920374	RP11-73M18.2_2
ENST00000328459.6	TTC7B	14	1-31	91282639	91282547	0	16.4392645	0	16.4392645	TTC7B_1
ENST00000206542.4	OSGEP	14	1-45	20922842	20920588	10	28.61097637	0.349516209	12.10613846	OSGEP_1
ENST00000216297.2	SUPT16H	14	1-590	21852086	21830379	83	177.630002	0.467263408	62.95688894	SUPT16H_1
ENST00000216297.2	SUPT16H	14	591-936	21830378	21821974	16	115.0414156	0.139080347	134.9563199	SUPT16H_2
ENST00000397118.3	JPH4	14	1-318	24046662	24045091	7	111.9776748	0.062512461	98.41526205	JPH4_1
ENST00000216455.4	PSMA3	14	1-193	58711639	58734227	26	64.85558996	0.400890656	23.27874702	PSMA3_1
ENST00000325680.7	YLPM1	14	1805-2147	75279396	75302114	41	90.38879162	0.453596063	26.98623019	YLPM1_2
ENST00000554684.1	SMEK1	14	1-124	91975991	91948463	8	46.57547865	0.171764204	31.94959228	SMEK1_1
ENST00000247182.6	SIX1	14	1-187	61115907	61113295	35	106.0825661	0.329931687	47.63017511	SIX1_1
ENST00000553612.1	GTF2A1	14	1-201	81686862	81662461	24	47.62710942	0.503914688	14.35750071	GTF2A1_1
ENST00000553612.1	GTF2A1	14	305-377	81658883	81646567	3	18.3609214	0.163390493	19.85216912	GTF2A1_3
ENST00000394419.4	ACTN1	14	1-861	69445773	69343802	196	357.9651154	0.547539387	73.28283531	ACTN1_1
ENST00000256339.4	UNC79	14	1-422	93943987	94038281	65	150.9025129	0.430741667	48.90072131	UNC79_1
ENST00000256339.4	UNC79	14	2010-2459	94121739	94173250	81	145.0776774	0.558321593	28.30172646	UNC79_3
ENST00000397359.3	CDH24	14	729-820	23517464	23517189	9	56.8952209	0.158185518	40.31889056	CDH24_2
ENST00000355431.3	ARID4A	14	1-134	58766573	58785476	17	40.65188373	0.418184803	13.76102539	ARID4A_1
ENST00000399982.2	CHD8	14	630-1727	21883895	21863458	112	336.6545345	0.332685256	149.9152832	CHD8_2
ENST00000399982.2	CHD8	14	1728-1781	21863457	21863118	9	31.67325186	0.284151436	16.23061478	CHD8_3
ENST00000267415.7	TINF2	14	1-83	24711538	24711144	22	52.55211275	0.418632075	17.7620184	TINF2_1
ENST00000298097.7	FBXO33	14	1-117	39901366	39901016	15	73.11926867	0.205144284	46.19643293	FBXO33_1
ENST00000247225.6	SGPP1	14	1-256	64194662	64165293	52	132.4842277	0.392499552	48.89420437	SGPP1_1
ENST00000556492.1	NAA30	14	209-363	57858300	57876234	13	56.41484965	0.230435782	33.41051482	NAA30_2
ENST00000539097.1	HIF1A	14	1-442	62164569	62204809	71	124.2848445	0.571268366	22.84489845	HIF1A_1
ENST00000361246.2	CDC42BPB	14	1-407	103523510	103442386	46	149.2050185	0.308300622	71.38684714	CDC42BPB_1
ENST00000335290.6	WDR25	14	392-545	100992279	100996378	39	73.4661987	0.530856376	16.16959736	WDR25_2
ENST00000422945.2	PPP2R5C	14	1-435	102228231	102375986	48	118.8256484	0.403953192	42.2154016	PPP2R5C_1
ENST00000262238.4	YY1	14	1-291	100705582	100741065	47	137.3483897	0.342195494	59.43157788	YY1_1
ENST00000262238.4	YY1	14	292-415	100741066	100743937	0	45.10656849	0	45.10656849	YY1_2
ENST00000331320.7	MTA1	14	1-363	105886373	105930381	46	155.7100744	0.295420834	77.29943279	MTA1_1
ENST00000526495.1	DICER1	14	1679-1923	95562222	95556835	26	81.88436721	0.317520925	38.13991125	DICER1_2
ENST00000392634.4	INF2	14	1-235	105167703	105172375	36	114.1913693	0.315260253	53.54073844	INF2_1
ENST00000561028.1	NRL	14	129-238	24550774	24550445	9	43.45658604	0.207103245	27.32051525	NRL_2
ENST00000554581.1	AKT1	14	1-266	105258980	105239822	60	124.3473986	0.482519141	41.24663467	AKT1_1
ENST00000554581.1	AKT1	14	267-366	105239821	105239289	3	41.46577603	0.072348821	61.17401532	AKT1_2
ENST00000320084.7	HNRNPC	14	1-125	21702352	21698507	2	46.13433198	0.043351663	42.22103531	HNRNPC_1
ENST00000320084.7	HNRNPC	14	126-307	21698506	21679382	29	63.23588972	0.458600332	18.53529934	HNRNPC_2
ENST00000303562.4	FOS	14	1-193	75745686	75747563	36	83.82748722	0.429453407	27.28780988	FOS_1
ENST00000357195.3	BCL11B	14	230-895	99642485	99640488	98	345.3373199	0.283780508	177.1478097	BCL11B_2
ENST00000321662.6	GPR137C	14	1-78	53019866	53020099	11	52.11495055	0.211071869	32.43674111	GPR137C_1
ENST00000262710.1	ACIN1	14	1-172	23564495	23559285	43	86.128183	0.499255859	21.59618494	ACIN1_1
ENST00000262710.1	ACIN1	14	803-1342	23538717	23528357	120	263.9492922	0.454632778	78.50522559	ACIN1_3
ENST00000355058.3	NUMB	14	1-304	73822459	73750826	65	116.4215929	0.558315673	22.71211165	NUMB_1
ENST00000546474.1	BRF1	14	1-183	105766966	105707747	32	59.10135829	0.541442717	12.42752523	BRF1_1
ENST00000313250.5	DHRS4	14	217-279	24435609	24438080	1	16.99963884	0.058824779	15.05846362	DHRS4_2
ENST00000445930.2	PSMC6	14	29-404	53173980	53194335	30	128.1880923	0.234031098	75.20902523	PSMC6_2
ENST00000556143.1	ZFYVE1	14	479-778	73444927	73437590	54	134.9675414	0.400096197	48.57273606	ZFYVE1_2
ENST00000335867.4	DACT1	14	1-70	59104921	59105130	0	27.59412053	0	27.59412053	DACT1_1
ENST00000267484.5	RTN1	14	576-777	60193676	60063463	38	64.84305982	0.586030334	11.11221251	RTN1_2
ENST00000429436.2	MARK3	14	128-259	103918290	103932130	10	44.57069042	0.22436269	26.81431732	MARK3_2
ENST00000216832.4	PNN	14	1-231	39644484	39648566	47	96.03788565	0.489390199	25.03922502	PNN_1
ENST00000261479.4	PSMA6	14	1-41	35761683	35777246	0	20.31429836	0	20.31429836	PSMA6_1
ENST00000331782.3	JAG2	14	1-463	105634757	105617241	110	208.6483404	0.527202851	46.64065408	JAG2_1
ENST00000452929.2	KLC1	14	229-439	104129152	104142031	16	67.29682636	0.237752668	56.62487331	KLC1_2
ENST00000298717.4	METTL3	14	404-547	21968731	21966504	12	56.38538926	0.21282109	51.63549645	METTL3_2
ENST00000339475.5	OTX2	14	44-113	57271049	57269008	4	35.58351618	0.1124116	28.03316258	OTX2_2
